Generation,Version,TargetFramework,Api,Operator
NetFramework40,v4.0,v4.0,Enumerable,Aggregate
NetFramework40,v4.0,v4.0,Enumerable,All
NetFramework40,v4.0,v4.0,Enumerable,Any
NetFramework40,v4.0,v4.0,Enumerable,AsEnumerable
NetFramework40,v4.0,v4.0,Enumerable,Average
NetFramework40,v4.0,v4.0,Enumerable,Cast
NetFramework40,v4.0,v4.0,Enumerable,Concat
NetFramework40,v4.0,v4.0,Enumerable,Contains
NetFramework40,v4.0,v4.0,Enumerable,Count
NetFramework40,v4.0,v4.0,Enumerable,DefaultIfEmpty
NetFramework40,v4.0,v4.0,Enumerable,Distinct
NetFramework40,v4.0,v4.0,Enumerable,ElementAt
NetFramework40,v4.0,v4.0,Enumerable,ElementAtOrDefault
NetFramework40,v4.0,v4.0,Enumerable,Empty
NetFramework40,v4.0,v4.0,Enumerable,Except
NetFramework40,v4.0,v4.0,Enumerable,First
NetFramework40,v4.0,v4.0,Enumerable,FirstOrDefault
NetFramework40,v4.0,v4.0,Enumerable,GroupBy
NetFramework40,v4.0,v4.0,Enumerable,GroupJoin
NetFramework40,v4.0,v4.0,Enumerable,Intersect
NetFramework40,v4.0,v4.0,Enumerable,Join
NetFramework40,v4.0,v4.0,Enumerable,Last
NetFramework40,v4.0,v4.0,Enumerable,LastOrDefault
NetFramework40,v4.0,v4.0,Enumerable,LongCount
NetFramework40,v4.0,v4.0,Enumerable,Max
NetFramework40,v4.0,v4.0,Enumerable,Min
NetFramework40,v4.0,v4.0,Enumerable,OfType
NetFramework40,v4.0,v4.0,Enumerable,OrderBy
NetFramework40,v4.0,v4.0,Enumerable,OrderByDescending
NetFramework40,v4.0,v4.0,Enumerable,Range
NetFramework40,v4.0,v4.0,Enumerable,Repeat
NetFramework40,v4.0,v4.0,Enumerable,Reverse
NetFramework40,v4.0,v4.0,Enumerable,Select
NetFramework40,v4.0,v4.0,Enumerable,SelectMany
NetFramework40,v4.0,v4.0,Enumerable,SequenceEqual
NetFramework40,v4.0,v4.0,Enumerable,Single
NetFramework40,v4.0,v4.0,Enumerable,SingleOrDefault
NetFramework40,v4.0,v4.0,Enumerable,Skip
NetFramework40,v4.0,v4.0,Enumerable,SkipWhile
NetFramework40,v4.0,v4.0,Enumerable,Sum
NetFramework40,v4.0,v4.0,Enumerable,Take
NetFramework40,v4.0,v4.0,Enumerable,TakeWhile
NetFramework40,v4.0,v4.0,Enumerable,ThenBy
NetFramework40,v4.0,v4.0,Enumerable,ThenByDescending
NetFramework40,v4.0,v4.0,Enumerable,ToArray
NetFramework40,v4.0,v4.0,Enumerable,ToDictionary
NetFramework40,v4.0,v4.0,Enumerable,ToList
NetFramework40,v4.0,v4.0,Enumerable,ToLookup
NetFramework40,v4.0,v4.0,Enumerable,Union
NetFramework40,v4.0,v4.0,Enumerable,Where
NetFramework40,v4.0,v4.0,Enumerable,Zip
NetFramework40,v4.0,v4.0,Queryable,Aggregate
NetFramework40,v4.0,v4.0,Queryable,All
NetFramework40,v4.0,v4.0,Queryable,Any
NetFramework40,v4.0,v4.0,Queryable,AsQueryable
NetFramework40,v4.0,v4.0,Queryable,Average
NetFramework40,v4.0,v4.0,Queryable,Cast
NetFramework40,v4.0,v4.0,Queryable,Concat
NetFramework40,v4.0,v4.0,Queryable,Contains
NetFramework40,v4.0,v4.0,Queryable,Count
NetFramework40,v4.0,v4.0,Queryable,DefaultIfEmpty
NetFramework40,v4.0,v4.0,Queryable,Distinct
NetFramework40,v4.0,v4.0,Queryable,ElementAt
NetFramework40,v4.0,v4.0,Queryable,ElementAtOrDefault
NetFramework40,v4.0,v4.0,Queryable,Except
NetFramework40,v4.0,v4.0,Queryable,First
NetFramework40,v4.0,v4.0,Queryable,FirstOrDefault
NetFramework40,v4.0,v4.0,Queryable,GroupBy
NetFramework40,v4.0,v4.0,Queryable,GroupJoin
NetFramework40,v4.0,v4.0,Queryable,Intersect
NetFramework40,v4.0,v4.0,Queryable,Join
NetFramework40,v4.0,v4.0,Queryable,Last
NetFramework40,v4.0,v4.0,Queryable,LastOrDefault
NetFramework40,v4.0,v4.0,Queryable,LongCount
NetFramework40,v4.0,v4.0,Queryable,Max
NetFramework40,v4.0,v4.0,Queryable,Min
NetFramework40,v4.0,v4.0,Queryable,OfType
NetFramework40,v4.0,v4.0,Queryable,OrderBy
NetFramework40,v4.0,v4.0,Queryable,OrderByDescending
NetFramework40,v4.0,v4.0,Queryable,Reverse
NetFramework40,v4.0,v4.0,Queryable,Select
NetFramework40,v4.0,v4.0,Queryable,SelectMany
NetFramework40,v4.0,v4.0,Queryable,SequenceEqual
NetFramework40,v4.0,v4.0,Queryable,Single
NetFramework40,v4.0,v4.0,Queryable,SingleOrDefault
NetFramework40,v4.0,v4.0,Queryable,Skip
NetFramework40,v4.0,v4.0,Queryable,SkipWhile
NetFramework40,v4.0,v4.0,Queryable,Sum
NetFramework40,v4.0,v4.0,Queryable,Take
NetFramework40,v4.0,v4.0,Queryable,TakeWhile
NetFramework40,v4.0,v4.0,Queryable,ThenBy
NetFramework40,v4.0,v4.0,Queryable,ThenByDescending
NetFramework40,v4.0,v4.0,Queryable,Union
NetFramework40,v4.0,v4.0,Queryable,Where
NetFramework40,v4.0,v4.0,Queryable,Zip
NetFramework45,v4.5,v4.5,Enumerable,Aggregate
NetFramework45,v4.5,v4.5,Enumerable,All
NetFramework45,v4.5,v4.5,Enumerable,Any
NetFramework45,v4.5,v4.5,Enumerable,AsEnumerable
NetFramework45,v4.5,v4.5,Enumerable,Average
NetFramework45,v4.5,v4.5,Enumerable,Cast
NetFramework45,v4.5,v4.5,Enumerable,Concat
NetFramework45,v4.5,v4.5,Enumerable,Contains
NetFramework45,v4.5,v4.5,Enumerable,Count
NetFramework45,v4.5,v4.5,Enumerable,DefaultIfEmpty
NetFramework45,v4.5,v4.5,Enumerable,Distinct
NetFramework45,v4.5,v4.5,Enumerable,ElementAt
NetFramework45,v4.5,v4.5,Enumerable,ElementAtOrDefault
NetFramework45,v4.5,v4.5,Enumerable,Empty
NetFramework45,v4.5,v4.5,Enumerable,Except
NetFramework45,v4.5,v4.5,Enumerable,First
NetFramework45,v4.5,v4.5,Enumerable,FirstOrDefault
NetFramework45,v4.5,v4.5,Enumerable,GroupBy
NetFramework45,v4.5,v4.5,Enumerable,GroupJoin
NetFramework45,v4.5,v4.5,Enumerable,Intersect
NetFramework45,v4.5,v4.5,Enumerable,Join
NetFramework45,v4.5,v4.5,Enumerable,Last
NetFramework45,v4.5,v4.5,Enumerable,LastOrDefault
NetFramework45,v4.5,v4.5,Enumerable,LongCount
NetFramework45,v4.5,v4.5,Enumerable,Max
NetFramework45,v4.5,v4.5,Enumerable,Min
NetFramework45,v4.5,v4.5,Enumerable,OfType
NetFramework45,v4.5,v4.5,Enumerable,OrderBy
NetFramework45,v4.5,v4.5,Enumerable,OrderByDescending
NetFramework45,v4.5,v4.5,Enumerable,Range
NetFramework45,v4.5,v4.5,Enumerable,Repeat
NetFramework45,v4.5,v4.5,Enumerable,Reverse
NetFramework45,v4.5,v4.5,Enumerable,Select
NetFramework45,v4.5,v4.5,Enumerable,SelectMany
NetFramework45,v4.5,v4.5,Enumerable,SequenceEqual
NetFramework45,v4.5,v4.5,Enumerable,Single
NetFramework45,v4.5,v4.5,Enumerable,SingleOrDefault
NetFramework45,v4.5,v4.5,Enumerable,Skip
NetFramework45,v4.5,v4.5,Enumerable,SkipWhile
NetFramework45,v4.5,v4.5,Enumerable,Sum
NetFramework45,v4.5,v4.5,Enumerable,Take
NetFramework45,v4.5,v4.5,Enumerable,TakeWhile
NetFramework45,v4.5,v4.5,Enumerable,ThenBy
NetFramework45,v4.5,v4.5,Enumerable,ThenByDescending
NetFramework45,v4.5,v4.5,Enumerable,ToArray
NetFramework45,v4.5,v4.5,Enumerable,ToDictionary
NetFramework45,v4.5,v4.5,Enumerable,ToList
NetFramework45,v4.5,v4.5,Enumerable,ToLookup
NetFramework45,v4.5,v4.5,Enumerable,Union
NetFramework45,v4.5,v4.5,Enumerable,Where
NetFramework45,v4.5,v4.5,Enumerable,Zip
NetFramework45,v4.5,v4.5,Queryable,Aggregate
NetFramework45,v4.5,v4.5,Queryable,All
NetFramework45,v4.5,v4.5,Queryable,Any
NetFramework45,v4.5,v4.5,Queryable,AsQueryable
NetFramework45,v4.5,v4.5,Queryable,Average
NetFramework45,v4.5,v4.5,Queryable,Cast
NetFramework45,v4.5,v4.5,Queryable,Concat
NetFramework45,v4.5,v4.5,Queryable,Contains
NetFramework45,v4.5,v4.5,Queryable,Count
NetFramework45,v4.5,v4.5,Queryable,DefaultIfEmpty
NetFramework45,v4.5,v4.5,Queryable,Distinct
NetFramework45,v4.5,v4.5,Queryable,ElementAt
NetFramework45,v4.5,v4.5,Queryable,ElementAtOrDefault
NetFramework45,v4.5,v4.5,Queryable,Except
NetFramework45,v4.5,v4.5,Queryable,First
NetFramework45,v4.5,v4.5,Queryable,FirstOrDefault
NetFramework45,v4.5,v4.5,Queryable,GroupBy
NetFramework45,v4.5,v4.5,Queryable,GroupJoin
NetFramework45,v4.5,v4.5,Queryable,Intersect
NetFramework45,v4.5,v4.5,Queryable,Join
NetFramework45,v4.5,v4.5,Queryable,Last
NetFramework45,v4.5,v4.5,Queryable,LastOrDefault
NetFramework45,v4.5,v4.5,Queryable,LongCount
NetFramework45,v4.5,v4.5,Queryable,Max
NetFramework45,v4.5,v4.5,Queryable,Min
NetFramework45,v4.5,v4.5,Queryable,OfType
NetFramework45,v4.5,v4.5,Queryable,OrderBy
NetFramework45,v4.5,v4.5,Queryable,OrderByDescending
NetFramework45,v4.5,v4.5,Queryable,Reverse
NetFramework45,v4.5,v4.5,Queryable,Select
NetFramework45,v4.5,v4.5,Queryable,SelectMany
NetFramework45,v4.5,v4.5,Queryable,SequenceEqual
NetFramework45,v4.5,v4.5,Queryable,Single
NetFramework45,v4.5,v4.5,Queryable,SingleOrDefault
NetFramework45,v4.5,v4.5,Queryable,Skip
NetFramework45,v4.5,v4.5,Queryable,SkipWhile
NetFramework45,v4.5,v4.5,Queryable,Sum
NetFramework45,v4.5,v4.5,Queryable,Take
NetFramework45,v4.5,v4.5,Queryable,TakeWhile
NetFramework45,v4.5,v4.5,Queryable,ThenBy
NetFramework45,v4.5,v4.5,Queryable,ThenByDescending
NetFramework45,v4.5,v4.5,Queryable,Union
NetFramework45,v4.5,v4.5,Queryable,Where
NetFramework45,v4.5,v4.5,Queryable,Zip
NetFramework451,v4.5.1,v4.5.1,Enumerable,Aggregate
NetFramework451,v4.5.1,v4.5.1,Enumerable,All
NetFramework451,v4.5.1,v4.5.1,Enumerable,Any
NetFramework451,v4.5.1,v4.5.1,Enumerable,AsEnumerable
NetFramework451,v4.5.1,v4.5.1,Enumerable,Average
NetFramework451,v4.5.1,v4.5.1,Enumerable,Cast
NetFramework451,v4.5.1,v4.5.1,Enumerable,Concat
NetFramework451,v4.5.1,v4.5.1,Enumerable,Contains
NetFramework451,v4.5.1,v4.5.1,Enumerable,Count
NetFramework451,v4.5.1,v4.5.1,Enumerable,DefaultIfEmpty
NetFramework451,v4.5.1,v4.5.1,Enumerable,Distinct
NetFramework451,v4.5.1,v4.5.1,Enumerable,ElementAt
NetFramework451,v4.5.1,v4.5.1,Enumerable,ElementAtOrDefault
NetFramework451,v4.5.1,v4.5.1,Enumerable,Empty
NetFramework451,v4.5.1,v4.5.1,Enumerable,Except
NetFramework451,v4.5.1,v4.5.1,Enumerable,First
NetFramework451,v4.5.1,v4.5.1,Enumerable,FirstOrDefault
NetFramework451,v4.5.1,v4.5.1,Enumerable,GroupBy
NetFramework451,v4.5.1,v4.5.1,Enumerable,GroupJoin
NetFramework451,v4.5.1,v4.5.1,Enumerable,Intersect
NetFramework451,v4.5.1,v4.5.1,Enumerable,Join
NetFramework451,v4.5.1,v4.5.1,Enumerable,Last
NetFramework451,v4.5.1,v4.5.1,Enumerable,LastOrDefault
NetFramework451,v4.5.1,v4.5.1,Enumerable,LongCount
NetFramework451,v4.5.1,v4.5.1,Enumerable,Max
NetFramework451,v4.5.1,v4.5.1,Enumerable,Min
NetFramework451,v4.5.1,v4.5.1,Enumerable,OfType
NetFramework451,v4.5.1,v4.5.1,Enumerable,OrderBy
NetFramework451,v4.5.1,v4.5.1,Enumerable,OrderByDescending
NetFramework451,v4.5.1,v4.5.1,Enumerable,Range
NetFramework451,v4.5.1,v4.5.1,Enumerable,Repeat
NetFramework451,v4.5.1,v4.5.1,Enumerable,Reverse
NetFramework451,v4.5.1,v4.5.1,Enumerable,Select
NetFramework451,v4.5.1,v4.5.1,Enumerable,SelectMany
NetFramework451,v4.5.1,v4.5.1,Enumerable,SequenceEqual
NetFramework451,v4.5.1,v4.5.1,Enumerable,Single
NetFramework451,v4.5.1,v4.5.1,Enumerable,SingleOrDefault
NetFramework451,v4.5.1,v4.5.1,Enumerable,Skip
NetFramework451,v4.5.1,v4.5.1,Enumerable,SkipWhile
NetFramework451,v4.5.1,v4.5.1,Enumerable,Sum
NetFramework451,v4.5.1,v4.5.1,Enumerable,Take
NetFramework451,v4.5.1,v4.5.1,Enumerable,TakeWhile
NetFramework451,v4.5.1,v4.5.1,Enumerable,ThenBy
NetFramework451,v4.5.1,v4.5.1,Enumerable,ThenByDescending
NetFramework451,v4.5.1,v4.5.1,Enumerable,ToArray
NetFramework451,v4.5.1,v4.5.1,Enumerable,ToDictionary
NetFramework451,v4.5.1,v4.5.1,Enumerable,ToList
NetFramework451,v4.5.1,v4.5.1,Enumerable,ToLookup
NetFramework451,v4.5.1,v4.5.1,Enumerable,Union
NetFramework451,v4.5.1,v4.5.1,Enumerable,Where
NetFramework451,v4.5.1,v4.5.1,Enumerable,Zip
NetFramework451,v4.5.1,v4.5.1,Queryable,Aggregate
NetFramework451,v4.5.1,v4.5.1,Queryable,All
NetFramework451,v4.5.1,v4.5.1,Queryable,Any
